study_id,include,exclude_reason,first_author,data_type,data_type_other,year,title,abstract,journal,volume,study_year_start,study_year_end,study_design,country,doi,full_text_link
374,no,no location data ,"Sene, M.",reservoir,,1996,Susceptibility of rodents to infection with {Schistosoma} mansoni in {Richard}-{Toll} ({Senegal}),"The susceptibility of Arvicanthis niloticus, Mastomys huberti, Mastomys erythroleucus and Mus musculus was studied to assess the capacity of these rodents to transmit Schistosoma mansoni. The susceptibility was determined by the percentage of adult schistosomes recovered, the number of eggs per gramme of faeces, the viability of these eggs and the capacity of the rodents to maintain the life cycle of Schistosoma mansoni. The percentages of adult worms recovered were respectively 18\%, 11.5\%, 8.4\% and 20.5\% in A. niloticus, M. huberti, M. erythroleucus and M. musculus. After infection, they liberate in the environment viable eggs whose miracidia are infectious for the intermediate host (Biomphalaria pfeifferi). The mean egg load was 300 +/- 327.8 in A. niloticus; 664 +/- 673.5 in M. huberti; 240 +/- 304.8 in M. erythroleucus; 400 +/- 361.5 in M. musculus.","Parasite (Paris, France)",3,,,,,,
375,no,experimental study,"Dhollander, S.",reservoir,,2005,Susceptibility of {West} {African} {Dwarf} goats and {WAD} x {Saanen} crosses to experimental infection with {Trypanosoma} congolense,"West African Dwarf goats (WADs) and their Saanen crosses were experimentally infected with Trypanosoma congolense. No significant differences were found between trypanosome parasitaemia and antibody response of the crossbred and WAD goats. Neither the WAD goats nor the Saanen crosses were able to control the drop in PCV following trypanosome infection. The level of anaemia caused by the trypanosome infection was similar in the two breeds during the trial. Based on these findings, no difference in tolerance or susceptibility to T. congolense could be demonstrated between the WAD goats and their Saanen crosses. Although the weight of all goats increased during the trial, the crosses gained significantly more weight than the WAD goats. The trypanosome infection reduced the growth rate of both breeds, but this reduction was not statistically significant. Crossbreeding trypanotolerant WADs with trypanosusceptible Saanen goats might, therefore, be an effective means of increasing productivity.",Veterinary Parasitology,130,,,,,,
376,no,outdated,"Murray, M.",reservoir,,1981,Susceptibility to {African} trypanosomiasis of {N}'{Dama} and {Zebu} cattle in an area of {Glossina} morsitans submorsitans challenge,"The use of trypanotolerant livestock is considered to be an important strategy for the control of African animal trypanosomiasis. In order to define the extent of the differences in susceptibility and productivity, 10 Zebu cows (a breed considered trypanosusceptible) and 10 N'Dama cows (a breed recognised for trypanotolerance) were exposed to a natural field challenge from Glossina morsitans submorsitans Newstead. The animals were two-and-a-half to three years old and had not been previously exposed to trypanosomiasis. All Zebu died of trypanosomiasis within eight months of first exposure. In contrast, only three N'Dama died of trypanosomiasis; they had all been suckling calves before they succumbed 11 to 14 months after initial exposure. The prevalence, level and duration of parasitaemia were significantly less in the N'Dama, which, unlike the Zebu, did not become febrile during parasitaemia. The differences in parasitaemia were largely attributable to Trypanosoma vivax. The N'Dama also developed much less severe anaemia than the Zebu. The mean and standard deviation of the packed red cell volume of the N'Dama was not significantly different between eight months after exposure when all Zebu were dead, and 21 months when the experiment was terminated. The relative productivity of the N'Dama was impressive. In addition to reduced mortality, the N'Dama experienced no abortions and produced five calves, three of which were alive at the end of the experiment, at which time three of the surviving N'Dama were pregnant. In the Zebu, in marked contrast, abortions occurred both in early and late pregnancy and no live calves were produced. The study confirmed that N'Dama cattle are innately less susceptible to trypanosomiasis than Zebu cattle and can survive and be productive in endemic areas of trypanosomiasis where Zebu perish.",The Veterinary record,109,,,,,,
377,no,no data to extract,"Ankers, P.",reservoir,,1998,A {Swiss} research and development veterinary project in {The} {Gambia}: {The} livestock owners' point of view on prophylactic anthelmintic treatment in livestock,"The epidemiology of nematodes in livestock in The Gambia was assessed. A prophylactic biannual treatment was then tested on cattle and sheep. This treatment resulted in a significant improvement in the reproductive performances (sheep: lambings/year increasing from 1.04 to 1.22 and lambs/lambing increasing from 1.11 to 1.19; cattle: age at first calving decreasing from 58 to 50 months) and, in cattle, a significant improvement of the weight (varying between 8\% and 17\% in 1 to 4 year old animals). A socioeconomic study conducted in parallel showed that the treatment in cattle is on average profitable (benefit/cost ratio of 1.14) but remains a risky investment which should not be generalised (benefit/cost ratio would have been below 1 in more than half of the participating herds). In sheep, the benefit/cost ratio is high (2.47) with a low risk of losses ({\textless} 10\%). The obstacles to the adoption by farmers of such a treatment and the usefulness of a pluridisciplinary approach in similar studies are then discussed.",Schweizer Archiv Fur Tierheilkunde,140,,,,,,
378,yes,,"Bogart, S. L.",reservoir,,2012,Termite fishing laterality in the fongoli savanna chimpanzees ({Pan} troglodytes verus): {Further} evidence of a left hand preference,"Whether nonhuman primates show population-level handedness is a topic of much scientific debate. A previous study of handedness for termite fishing reported population-level left handedness in the chimpanzees from Gombe National Park, Tanzania. In the current study, we examined whether similar hand preferences were evident in a savanna-dwelling chimpanzee population with regards to termite fishing. Hand preference data were collected for 27 chimpanzees from February 2007 through July 2008 and November 2011 through January 2012 in southeastern Senegal. Overall, the Fongoli chimpanzees demonstrate a trend toward population-level handedness, though the results did not reach conventional levels of statistical significance likely due to the limited sample size. Fongoli chimpanzees showed the same pattern of left hand preference as reported at Gombe and the two populations did not differ significantly. When the data were combined across all studies, wild chimpanzees showed a population-level left hand preference for termite fishing. Am J Phys Anthropol, 2012. (c) 2012 Wiley Periodicals, Inc.",American Journal of Physical Anthropology,149,2007,2012,longitudinal_study,senegal,10.1002/ajpa.22175,
379,no,no data to extract,"Leblan, V.",reservoir,,2016,"Territorial and land-use rights perspectives on human-chimpanzee-elephant coexistence in {West} {Africa} ({Guinea}, {Guinea}-{Bissau}, {Senegal}, nineteenth to twenty-first centuries)","The first part of this article compares the distribution of chimpanzee and elephant populations in reaction to human territorial dynamics of West African trade in parts of nineteenth century Guinea, Guinea-Bissau and Senegal. It answers for this specific region the question of whether present-day situations of close chimpanzee-human spatial proximity are stable or only temporary phenomena in long-term processes of environmental change, and shows that conservation policies centred on either of these two ""flagship"" species carry radically different ecological, political and territorial implications. The second part shifts to local-level perspectives on human-chimpanzee relationships, emphasizing the land rights contentions and misunderstandings created by the implementation of protected areas at Bossou and in the Bok, region of Guinea. These case studies help to look at acts of resistance and local interpretations of primate conservation policies as opportunities to reconsider what is being protected, for what purpose, as whose heritage, and to move towards new and more legitimate opportunities for the implementation of conservation policies.",Primates,57,,,,,10.1007/s10329-016-0532-4,
380,no,conference abstract,"Mediannikov, O.",reservoir,,2014,Three new {Bartonella} species from rodents in {Senegal,"Background: Bartonella is the monotypic genus of the family Bartonellaceae, Alpha-proteobacteria. TMany Bartonella species are associated with human diseases. Rodent-associated species, such as B. elizabethae, B. grahamii and B. vinsonii are human pathogens. To date, no studies investigating the presence of Bartonella spp. in rodents from Senegal were carried out and the only West African country where it was performed is Nigeria. Methods \& Materials: The aim of this study was to investigate the presence of Bartonella spp. in commensal rodents in Sine-Saloum region of Senegal where rodents and are reservoirs rodent-associated soft ticks are vectors of relapsing fever caused by Borrelia crocidurae. Rodents and insectivores were captured alive in February 2013 in two sites (Dielmo and Ndiop) using wire mesh traps baited with peanut butter or onions. Trapped rodents and insectivores were anaesthetized and opened in sterile conditions. Blood was inoculated on Columbia agar plates (5\% sheep blood). The gltA, rpoB, 16S rRNA, ftsZ genes and ITS were amplified and sequenced from recovered Bartonella isolates. Result(s): In total, during the period of 6 days 119 small mammals were captured: 116 rodents and 3 shrews (Crocidura cf. olivieri). Rodents were identified morphologically: 5 Arvicantis niloticus, 56 Gerbilliscus gambianus, 49 Mastomys erythroleucus, 5 Mus musculus and 1 Praomys daltoni. 30 isolates of Bartonella spp. were recovered from the blood of rodents. None of the isolated belonged to already described species of Bartonella. Phylogenetic analysis showed that the isolated bartonellae form three separate clusters within the genus Bartonella. Comparison of gltA genes of recovered isolated with those of officially recognized species allowed to conclude that three clusters may present three separate new species of Bartonella. Candidatus ""Bartonella raoultii"" (1 isolate) and Candidatus ""Bartonella mastomydis"" (21 isolates) were recovered only from Mastomys erythroleucus, Candidatus ""Bartonella saheliensis"" (8 isolates) were recovered only from Gerbilliscus gambianus. Conclusion(s): Rodents in Senegal are not only reservoirs of the agent of relapsing fever, but also of three new Bartonella species. The pathogenicity for humans of these isolates is yet to be investigated. Unlike other African countries, each genetic cluster of bartonellae from Senegalese rodents is associated with a specific rodent species.",International Journal of Infectious Diseases,21,,,,,https://dx.doi.org/10.1016/j.ijid.2014.03.1112,
381,,,"Gueye, A.",reservoir,,1993,[{Ticks} and hemoparasitoses in livestock in {Senegal}. {V}. {The} northern {Guinea} area],"The authors report the results of a study on ticks and hemoparasitoses among cattle, sheep and goats in the North-Guinean zone. During a period of 15 months, ticks were systematically removed from 40 cattle, 40 sheep and 40 goats in order to assess the population dynamics and to determine more accurately the preferential sites of settlement of the following different species collected from these animals: Amblyomma variegatum, Boophilus geigyi, Hyalomma truncatum, H. marginatum rufipes, Rhipicephalus sulcatus, Rh. senegalensis, Rh. lunulatus. Studies on hemoparasitoses were conducted simultaneously using blood smears and splenectomy. The following species were found in cattle: Anaplasma marginale, Ehrlichia bovis, Trypanosoma vivax, Theileria mutans, Theileria velifera. Infections detected in the small ruminants were Anaplasma ovis, Ehrlichia ovina, Trypanosoma congolense, Theileria ovis. The PCV values of apparently healthy animals as well as the seasonal variations in this haematological parameter were investigated.",Tiques et hemoparasitoses du betail au Senegal. V. La zone nord-guineenne.,46,,,,,,
382,no,data taken from other refs,"Bommel, P.",reservoir,,2010,"Towards a metamodel to analyze the dynamics of livestock, resources and territories","We propose a flexible and adaptable framework to assist the quick design of models dealing with the durability of the extensive livestock systems at the territorial scale. This metamodel results from the collaborative design starting from MAS developed on 7 sites in Latin America, France and Senegal. It is composed of four packages: Agent, Community, Space and Vegetation-Herd. We illustrate these packages with examples extracted from the various models. The role of this tool is discussed in order to show its advantages and its limits.",Cahiers Agricultures,19,,,,,10.1684/agr.2010.0373,
383,no,no location data ,"Ejlertsen, M.",reservoir,,2012,"Traditional breeding objectives and practices of goat, sheep and cattle smallholders in {The} {Gambia} and implications in relation to the design of breeding interventions","This paper describes the traditional breeding objectives and practices of West African Dwarf goat, Djallonke sheep, and N'dama cattle keepers in The Gambia and discusses the implications of these on the design of breeding-related interventions to improve livestock productivity. Data were collected via surveys implemented within three study sites in The Gambia, where traditional mixed crop-livestock smallholder farming predominates. The surveys comprised a participatory rural appraisal conducted in nine communities and a household questionnaire targeting 238 households. Livestock-keeping households were classified as 'poorer' or 'wealthier' based on the number of cattle owned. The most important objectives for keeping all species of livestock for the poorer groups (0 to 10 cattle) was 'savings and insurance', followed by 'income' and 'ceremonial/dowry' for the small ruminants and 'manure' and 'draught' for both cows and bulls. In contrast, for the wealthier group (more than 10 cattle), savings and insurance was the fourth to seventh ranked production objective (depending on species), with the most important production objectives being ceremonial/dowry for goats, income for sheep and manure for cows and bulls. An analysis of breeding practices indicated that breeding animals are selected on criteria which partially align to the breeding objectives, animals are rarely purchased for the purpose of breed improvement, knowledge of the cause and consequence of inbreeding is low and breeding decision makers may not necessarily be the livestock owner, particularly if the livestock owner is a women. Given this, it is suggested that capacity building on breeding-related issues, particularly in relation to the selection of breeding animals and specifically targeted at the different socioeconomic groups of livestock keepers, may be an appropriate, effective and relatively low-cost breeding intervention.",Tropical Animal Health and Production,45,,,,,10.1007/s11250-012-0194-1,
384,no,irrelevant,"Tappe, Dennis",reservoir,,2011,"Transmission of {Armillifer} armillatus ova at snake farm, {The} {Gambia}, {West} {Africa","Visceral pentastomiasis caused by Armillifer armillatus larvae was diagnosed in 2 dogs in The Gambia. Parasites were subjected to PCR; phylogenetic analysis confirmed relatedness with branchiurans/crustaceans. Our investigation highlights transmission of infective A. armillatus ova to dogs and, by serologic evidence, also to 1 human, demonstrating a public health concern.",Emerging Infectious Diseases,17,,,,,https://dx.doi.org/10.3201/eid1702.101118,
385,no,irrelevant,"Dorso, L.",reservoir,,2010,Trypanosoma congolense (forest-type) infection in a dog after a stay in senegal,"Introduction: A 2-year-old female crossbred Belgian shepherd dog was presented for exhaustion and weight loss. Severe hypoglycaemia (0.12 g/l), anaemia (red blood cells 2.6 x 1012/l) and thrombocytopenia (45 x 109/ l) were diagnosed. The dog had just returned from a 6 month stay in Senegal and sub-Saharan Africa. A diagnosis of canine African trypanosomiasis was made. Material(s) and Method(s): Examination of blood smears, lymph node aspiration and PCR on whole blood. Result(s): Blood smears showed red blood cell anisocytosis and polychromasia, macrothrombocytes and numerous free protozoa were also recognized. The parasites were 10-20 mm in length, had a central nucleus, a medium-sized kinetoplast located at the margin of the body, just in front of the posterior extremity (marginal and subterminal kinetoplast), a poorly-developed undulating membrane and no free flagellum. This morphology is consistent with Trypanosoma congolense. Numerous trypanosomes were also present in the lymph node aspirate. PCR analysis revealed an infection with Trypanosoma congolense forest-type. Conclusion(s): The dog was chronically infected by Trypanosoma congolense forest-type. In cattle, strains of T. congolense differ greatly in virulence: T. congolense savannah-type produces rapidly fatal infection, T. congolense forest-type causes chronic infection and T. congolense kilifi-type produces inapparent infection.",Journal of Comparative Pathology,143,,,,,,
386,no,irrelevant,"Duffy, Craig W.",reservoir,,2009,Trypanosoma vivax displays a clonal population structure,"African animal trypanosomiasis, or Nagana, is a debilitating and economically costly disease with a major impact on animal health in sub-Saharan Africa. Trypanosoma vivax, one of the principal trypanosome species responsible for the disease, infects a wide host range including cattle, goats, horses and donkeys and is transmitted both cyclically by tsetse flies and mechanically by other biting flies, resulting in a distribution covering large swathes of South America and much of sub-Saharan Africa. While there is evidence for mating in some of the related trypanosome species, Trypanosoma brucei, Trypanosoma congolense and Trypanosoma cruzi, very little work has been carried out to examine this question in T. vivax. Understanding whether mating occurs in T. vivax will provide insight into the dynamics of trait inheritance, for example the spread of drug resistance, as well as examining the origins of meiosis in the order Kinetoplastida. With this in mind we have identified orthologues of eight core meiotic genes within the genome, the presence of which imply that the potential for mating exists in this species. In order to address whether mating occurs, we have investigated a sympatric field population of T. vivax collected from livestock in The Gambia, using microsatellite markers developed for this species. Our analysis has identified a clonal population structure showing significant linkage disequilibrium, homozygote deficits and disagreement with Hardy-Weinberg predictions at six microsatellite loci, indicative of a lack of mating in this population of T. vivax.",International Journal for Parasitology,39,,,,,https://dx.doi.org/10.1016/j.ijpara.2009.05.012,
387,yes,,"Mattioli, R. C.",reservoir,,1998,"Trypanosome infections and tick infestations: susceptibility in {N}'{Dama}, {Gobra} zebu and {Gobra} x {N}'{Dama} crossbred cattle exposed to natural challenge and maintained under high and low surveillance of trypanosome infections","Susceptibility to trypanosome infections and tick infestations was assessed in 51 N'Dama, 48 Gobra zebu and 37 Gobra x N'Dama crossbred (F1) cattle exposed to field-tick infestations and natural high tsetse challenge over more than one year. From these cattle, 12 animals of each breed were randomly selected and examined parasitologically for trypanosome infections and packed cell volume (PCV) twice a week (high surveillance, group HS). In the remaining 100 cattle trypanosome infection and PCV were monitored monthly (low surveillance, group LS). Mortality rates were recorded in both groups. Tick infestation was quantified fortnightly from all animals in group HS and from four to seven randomly selected animals of each breed in group LS. In both HS and LS groups, trypanocidal drug treatment was administered to trypanosome positive animals with PCV equal to or less than 20\% or when they showed clinical evidence (dullness, weight loss) of trypanosomosis. In both groups, N'Dama cattle exhibited a superior capacity to control trypanosome infections and limit tick burdens. Particularly, in group HS N'Dama cattle showed lower trypanosome infection rate, higher mean PCV value, lower requirement for trypanocide treatments and lower tick load than crossbred and Gobra cattle in the corresponding group (P {\textless} 0.05 or greater). This was also true in N'Damas in comparison with crossbreds in group LS. Unfortunately, the high mortality occurring in Gobra cattle in group LS did not allow within group comparative analysis between N'Dama, Gobra and crossbred cattle overall the study period. No death occurred in N'Dama cattle maintained under high surveillance of trypanosome infection, while approximately 8\% of crossbreds and 50\% of Gobras died of trypanosomosis. In group LS, all Gobra and more than 70\% of crossbred cattle died. In this group, mortality in N'Dama was limited to less than 16\%. In both groups, differences in mortality were significantly higher (P {\textless} 0.01) in Gobras than in N'Damas. Within breed, animals of the three breeds maintained under high surveillance of trypanosomal infection showed higher mean PCV values, lower tick burdens and required proportionally less trypanocide treatments than corresponding cattle in group LS. The infection rate in N'Dama under high surveillance was lower in comparison with N'Dama cattle in group LS. There was no significant difference in mortality between groups within the N'Dama breed. Conversely, mortality rates were lower in crossbred and Gobra in group HS than in respective cattle in group LS. It was concluded that cattle of the three breeds suffered from trypanosomosis and that trypanosome infections affected tick susceptibility. However, N'Dama showed a superior ability to limit both the pathological effects of trypanosomosis and the level of tick infestations. Therefore, considering the cost of labour and consumable equipment required for a high surveillance, use of multi-disease resistant N'Dama cattle is recommended for the low-input traditional African farming systems in areas where trypanosomosis, ticks and tick-borne diseases are constraints to livestock production. Additional comparative investigations are needed to assess the impact of high surveillance scheme of trypanosome infection in different production systems in trypanotolerant and trypanosusceptible cattle exposed to different gradients of tsetse challenge.",Acta Tropica,71,1995,1995,cross_sectional,gambia,,
388,no,no location data ,"Claxton, J. R.",reservoir,,1992,Trypanosome infections in warthogs ({Phacochoerus} aethiopicus) in the {Gambia,"The prevalence of trypanosome infections in warthogs (Phacochoerus aethiopicus) in The Gambia was found to be 11\% of a sample of 62 animals. All isolates were identified as Trypanosoma simiae. Serological evidence indicated a higher level of exposure to T. simiae, but results were inconclusive for the presence of Trypanosoma congolense. The course of T. simiae infection in warthog piglets showed a rapidly rising parasitaemia, with a concomitant fall in packed cell volume, and resulted in a prolonged period of low-level parasitaemia. The same infections killed domestic piglets.",Veterinary Parasitology,41,,,,,,
389,no,outdated,"Claxton, J. R.",reservoir,,1992,"Trypanosomiasis in cattle in {Gambia}: incidence, prevalence and tsetse challenge","The incidence of trypanosome infections, measured by a Berenil Index in experimental herds of 10 Zebu and 10 N'Dama cattle, was compared with tsetse challenge and with the prevalence of parasitaemia in local N'Dama at three villages in Gambia. Tsetse challenge was more strongly correlated with the incidence of parasitaemia in the Zebu than in the N'Dama. There was a strong correlation between prevalence and incidence of infection in the N'Dama. There was no correlation, however, between prevalence of infection in cattle and tsetse challenge unless the data were offset by 3-5 months. The Berenil Index in the Zebu increased at about twice the rate as in the N'Dama under corresponding levels of challenge. It is concluded that whereas incidence of infection in susceptible animals is best measured independently, it can, under stable conditions, be inferred from an assessment of tsetse challenge.",Acta Tropica,50,,,,,,
390,yes,,"Pinchbeck, Gina L.",reservoir,,2008,"Trypanosomosis in {The} {Gambia}: prevalence in working horses and donkeys detected by whole genome amplification and {PCR}, and evidence for interactions between trypanosome species","BACKGROUND: The Gambia has an increasing population of equidae largely used for agriculture and transportation. A review of cases at The Gambian Horse and Donkey Trust (GHDT) indicated that a common reason for presentation is a poorly defined medical condition often attributed to trypanosomosis. There are few reports describing the prevalence or the range of clinical signs associated with infection with different species of trypanosomes in horses and donkeys, but given the importance of these animals, the role of trypanosomosis requires investigation., RESULTS: In total 241 animals from the Central River Division in The Gambia (183 horses and 58 donkeys) were screened using Whole Genome Amplification (WGA) followed by trypanosome species identification using polymerase chain reaction (PCR). The results indicated overall trypanosome prevalence of 91\%; with an infection rate of 31\% for Trypanosoma congolense Savannah, 87\% for Trypanosoma vivax and 18\% for Trypanosoma brucei sp. Multiple species were present in 43\% of infections. Microscopy had a good specificity (100\%) and positive predictive value (100\%) for trypanosome detection, but the sensitivity (20\%) and negative predictive value (10.5\%) were low relative to PCR-based diagnosis. Infection with T congolense showed the greatest negative effect on packed cell volume (PCV), while infection with T. brucei sp also had a significant, although lesser, negative effect on PCV. In addition, cases positive by microscopy were associated with significantly lower PCV. However, concurrent infection with T. vivax appeared to cause less effect on PCV, compared to animals infected with T. congolense alone., CONCLUSION: The prevalence of Trypanosomosis was high in both horses and donkeys. Infection with T. congolense appeared to have the greatest clinical significance, while T. vivax infection may be of limited clinical significance in this population. Indeed, there is evidence of T. vivax co-infection ameliorating the pathology caused by T. congolense. WGA and PCR allowed a more comprehensive analysis of field infections with the detection of infections below the threshold of microscopy, and provided indications of interactions between parasite species that would otherwise remain undetected. The study raises important questions about the epidemiology of trypanosome infection in relation to disease that require a full scale longitudinal analysis.",Bmc Veterinary Research,4,2005,2005,cross_sectional,gambia,https://dx.doi.org/10.1186/1746-6148-4-7,
391,no,no data to extract,"Kingston, D. A.",reservoir,,2015,Trypanosomosis in working equids in {West} {Africa}: {Characterising} neurological disease,"Equine CNS trypanosomosis is a multifocal neurological syndrome of equids which is often fatal. The condition is of international importance with widespread distribution and represents a neglected disease of welfare concern requiring further characterisation. In this study, the clinical, pathological and molecular features of CNS trypanosomosis were investigated using cases presenting in The Gambia. Characterisation of the genotypic variation in the causative T. brucei subspecies (T.b. evansi, or T.b. brucei) was a novel specific aim. Full clinical and neurological examination was performed in working equids presenting with the disease, with detailed pathological and molecular assessment in 6 cases that required euthanasia. Brain and spinal cord specimens (cranial cervical, cervical intumescence, caudal thoracic and lumbosacral) were preserved for evaluation. The severity of specific histopathological changes was scored: perivascular cuffing in the white and grey matter, meningitis, oedema and cellularity in the white and grey matter. DNA extraction and subsequent PCR was performed on CNS samples with standard T. brucei primers and a microsatellite marker panel. T. brucei DNA was present within the CNS of all clinical cases. Histopathology showed diffuse lymphocytic-plasmacytic meningoencephalomyelitis with marked perivascular cuffing. Pathology was most severe in the white matter. Immunohisto- chemistry confirmed T. brucei spp within the CNS tissue sections. Initial microsatellite results indicate at least 4 T. brucei spp. genotypes in the study population, with the same blood and brain populations. Parasitic genotypic variation will be used to assess most likely mode of parasite multiplication, and transmission. This will facilitate the design of international disease control measures for this devastating condition.",Journal of Veterinary Internal Medicine,29,,,,,,
392,no,no location data ,"Olaniyan, Olawale Festus",reservoir,,2020,Trypanosomosis prevalence in natural field-based infection: insights into systematic review and meta-analysis of studies from 1980 to 2018 on {The} {Gambian} ruminants with special emphasis on cattle,"Consistent quantification of trypanosomes, the parasite responsible for African animal trypanosomosis, is important for effective surveillance, control, and eradication strategies. Here, we used a rigorously predefined protocol to search and select eligible publications that utilized either microscopy, serology, or molecular methods to investigate prevalence of trypanosomosis based on the presence of any of three most common Trypanosoma spp. (T. congolense, T. vivax, and T. brucei) in the field-based naturally grazed Gambian cattle, sheep, and goats. To combine results of studies on cattle through meta-analysis, sensitivity and subgroup analyses were carried out with the random effects model, and prevalence estimates of each study with 95\% confidence intervals (CI) were presented with a forest plot. All the eligible studies utilized the buffy coat technique (BCT) to detect trypanosomes in the blood samples, while the more sensitive serological and molecular detection methods are yet to be widely exploited. Heterogeneity among the studies on cattle was moderate (I2 = 55\%), and the pooled trypanosomosis prevalence based on the BCT was 5.2\% (95\% CI: 4.0-6.4). Meanwhile, estimated prevalence varied according to the trypanosome detection methods, study locations, types of publication, year, and length of observations. We could not pool the trypanosomosis prevalence in sheep and goats through meta-analysis due to small number of studies. The prevalence estimates based on the BCT ranged from 3.2 to 8.1\% in goats and 2.8 to 10.6\% in sheep. Even though there seems to be a slight decrease in trypanosomosis prevalence in cattle in one of the Gambian districts, there was no consistent trend across the years. It is thought that the literature search and formatting procedures presented in this study contribute to doing systematic reviews on the investigated subject and can be adapted for similar cases.",Tropical Animal Health and Production,53,,,,,https://dx.doi.org/10.1007/s11250-020-02461-w,
393,no,outdated,"Taufflieb, R.",reservoir,,1957,"[{Two} larval {Trombicula} parasitic of the rat of {Gambia}: {Euschoengastia} mailloti n. sp. and {Elianella} anomaluri {Vercammen}-{Grandjean}, 1956]",,"Sur deux trombiculides larvaires parasites du rat de Gambie: Euschoengastia mailloti n. sp. et Elianella anomaluri Vercammen-Grandjean, 1956.",50,,,,,,
394,yes,,"Modry, D.",reservoir,,2008,"Two new species of \textit{{Eimeria}} {Schneider}, 1875 ({Apicomplexa}: {Eimeriidae}) from \textit{{Gerbilliscus} guineae} {Thomas} ({Rodentia}: {Gerbillinae}) in the {Niokolo} {Koba} {National} {Park}, {Senegal","We describe two new species of Eimeria Schneider, 1875 from the gerbiline rodent Gerbilliscus guineae in the Niokolo Koba National Park, Senegal. Faecal examination of samples revealed the presence of sporulated oocysts of two eimerian coccidia, both possessing an oocyst residuum. Eimeria permira n. sp. is remarkable in terms of oocyst size and oocyst wall texture. Sporulated oocysts are ellipsoidal, 45.8 (42-50) x 32.5 (31-38) mu m; the oocyst wall is 3-4 mu m thick, composed of three layers, with the outer layer sheathed by rough granular material; and the sporocysts are broadly ellipsoidal, 15.4 (15-16) x 11 and with a Stieda body present. Oocysts of Eimeria gerbillisci n. sp. are subspherical, 22.5 (19.5-24) x 18.8 (16.5-20) mu m, with a colourless, faintly granulated oocyst wall 1.5 thick; and the sporocysts are 10.1 (10-12) x 6.7 (6-8), broadly ellipsoidal and often somewhat pointed towards both ends.",Systematic Parasitology,71,2005,2005,cross_sectional,senegal,10.1007/s11230-008-9150-x,
395,yes,,"Diouf, M.",reservoir,,2002,"Two new species of {Nippostrongylinae} ({Nematoda}, {Trichostrongylina}) parasites of {Cricetomys} gambianus and {Arvicanthis} niloticus ({Muridae}) from {Senegal","Two new Nippostrongylinae (Heligmosomoidea, Heligmonellidae) originating from Senegal are described. Heligmonina bioccai n. sp., a parasite of Cricetomys gambianus (Cricetomyinae) found in the surroundings of Dakar and Neoheligmonella bai n. sp., a parasite of Arvicanthis niloticus (Murinae) from the Province of Richard Toll. H. bioccai n. sp. is related to H. hybomysi (Durette-Desset, 1966) a parasite of Hybomys univittatus from the Central African Republic by some characteristics of the caudal bursa and of the synlophe. They are the only two species with the same pattern of caudal bursa: type 1-3-1 for the right lobe, 2-3 for the left lobe, and with the same number and disposition of the cuticular ridges at mid-body in the female. The two species are differentiated by the size (three times smaller in H. hybomysi), the ratio of spicule length on body length (7.6\% versus 17\% in H. hybomysi) and by a different synlophe in male and posterior part of female. N. bai n. sp. is differentiated from the closely related species N. dielmensis Diouf, Ba and Durette-Desset, 1997, also a parasite of Arvicanthis niloticus from Senegal by rays 8 arising asymmetrically on the dorsal ray and by the deirids situated at the same level as the excretory pore.",Parassitologia,44,1993,1993,cross_sectional,senegal,,
396,no,no data to extract,"Habanabakize, E.",reservoir,,2022,"A typology of smallholder livestock production systems reflecting the impact of the development of a local milk collection industry: {Case} study of {Fatick} region, {Senegal","Senegal is a country where millions of livelihoods directly depend on smallholder livestock production activities. Unfortunately, these farmers now face the effects of a changing climate and associated societal responses. In addition, the lack of understanding of the specific farmers' problems in their respective production systems by assuming homogeneity has led to inappropriate planning of interventions and inefficient utilization of resources. The variations in individual farming systems and local contexts require to understand each system separately to inform decision-makers and relevant stakeholders about specific entries of intervention for farmers based on customized needs. Using a Fatick region case study, different statistical clustering techniques were adopted to develop a livestock typology that reflects the above realities. This typology confirmed the co-existence of three livestock production cluster systems with differences and similarities in their production targets and quantities, market access, animal breeds, and the livestock management system of the animals. The studied region represented a new format of smallholder livestock development, where the implementation of a dairy processor and its milk collection centre created a new dynamic in production activities. Farmers confirmed that the extension services and a consistent market opportunity provided by the dairy processor increased local productivity and offered an alternative source of income but they have also reiterated concerns like the dairy processor's low milk buying prices which need to be addressed. To harness the growth and the regional opportunities, there is a need to establish robust and continuous collaboration structures between the Government, agro-industries, and producers. These public-private partnerships will help producers lower the cost of inputs and services and increase productivity while boosting local dairy production.",Pastoralism-Research Policy and Practice,12,,,,,10.1186/s13570-022-00234-8,
